attack,cod,defense,form,hp,img,name,spatk,spdef,speed,total,type1,type2
75,178,70,,65,https://img.pokemondb.net/sprites/sword-shield/icon/xatu.png,Xatu,95,70,95,470,Psychic,Flying
40,179,40,,55,https://img.pokemondb.net/sprites/sword-shield/icon/mareep.png,Mareep,65,45,35,280,Electric,
55,180,55,,70,https://img.pokemondb.net/sprites/sword-shield/icon/flaaffy.png,Flaaffy,80,60,45,365,Electric,
75,181,85,,90,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos.png,Ampharos,115,90,55,510,Electric,
95,181,105,Mega Ampharos,90,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos-mega.png,Ampharos,165,110,45,610,Electric,Dragon
80,182,95,,75,https://img.pokemondb.net/sprites/sword-shield/icon/bellossom.png,Bellossom,90,100,50,490,Grass,
20,183,50,,70,https://img.pokemondb.net/sprites/sword-shield/icon/marill.png,Marill,20,50,40,250,Water,Fairy
50,184,80,,100,https://img.pokemondb.net/sprites/sword-shield/icon/azumarill.png,Azumarill,60,80,50,420,Water,Fairy
100,185,115,,70,https://img.pokemondb.net/sprites/sword-shield/icon/sudowoodo.png,Sudowoodo,30,65,30,410,Rock,
75,186,75,,90,https://img.pokemondb.net/sprites/sword-shield/icon/politoed.png,Politoed,90,100,70,500,Water,
35,187,40,,35,https://img.pokemondb.net/sprites/sword-shield/icon/hoppip.png,Hoppip,35,55,50,250,Grass,Flying
45,188,50,,55,https://img.pokemondb.net/sprites/sword-shield/icon/skiploom.png,Skiploom,45,65,80,340,Grass,Flying
55,189,70,,75,https://img.pokemondb.net/sprites/sword-shield/icon/jumpluff.png,Jumpluff,55,95,110,460,Grass,Flying
70,190,55,,55,https://img.pokemondb.net/sprites/sword-shield/icon/aipom.png,Aipom,40,55,85,360,Normal,
30,191,30,,30,https://img.pokemondb.net/sprites/sword-shield/icon/sunkern.png,Sunkern,30,30,30,180,Grass,
75,192,55,,75,https://img.pokemondb.net/sprites/sword-shield/icon/sunflora.png,Sunflora,105,85,30,425,Grass,
65,193,45,,65,https://img.pokemondb.net/sprites/sword-shield/icon/yanma.png,Yanma,75,45,95,390,Bug,Flying
45,194,45,,55,https://img.pokemondb.net/sprites/sword-shield/icon/wooper.png,Wooper,25,25,15,210,Water,Ground
85,195,85,,95,https://img.pokemondb.net/sprites/sword-shield/icon/quagsire.png,Quagsire,65,65,35,430,Water,Ground
65,196,60,,65,https://img.pokemondb.net/sprites/sword-shield/icon/espeon.png,Espeon,130,95,110,525,Psychic,
65,197,110,,95,https://img.pokemondb.net/sprites/sword-shield/icon/umbreon.png,Umbreon,60,130,65,525,Dark,
85,198,42,,60,https://img.pokemondb.net/sprites/sword-shield/icon/murkrow.png,Murkrow,85,42,91,405,Dark,Flying
75,199,80,,95,https://img.pokemondb.net/sprites/sword-shield/icon/slowking.png,Slowking,100,110,30,490,Water,Psychic
60,200,60,,60,https://img.pokemondb.net/sprites/sword-shield/icon/misdreavus.png,Misdreavus,85,85,85,435,Ghost,
72,201,48,,48,https://img.pokemondb.net/sprites/sword-shield/icon/unown.png,Unown,72,48,48,336,Psychic,
33,202,58,,190,https://img.pokemondb.net/sprites/sword-shield/icon/wobbuffet.png,Wobbuffet,33,58,33,405,Psychic,
80,203,65,,70,https://img.pokemondb.net/sprites/sword-shield/icon/girafarig.png,Girafarig,90,65,85,455,Normal,Psychic
65,204,90,,50,https://img.pokemondb.net/sprites/sword-shield/icon/pineco.png,Pineco,35,35,15,290,Bug,
90,205,140,,75,https://img.pokemondb.net/sprites/sword-shield/icon/forretress.png,Forretress,60,60,40,465,Bug,Steel
70,206,70,,100,https://img.pokemondb.net/sprites/sword-shield/icon/dunsparce.png,Dunsparce,65,65,45,415,Normal,
75,207,105,,65,https://img.pokemondb.net/sprites/sword-shield/icon/gligar.png,Gligar,35,65,85,430,Ground,Flying
85,208,200,,75,https://img.pokemondb.net/sprites/sword-shield/icon/steelix.png,Steelix,55,65,30,510,Steel,Ground
125,208,230,Mega Steelix,75,https://img.pokemondb.net/sprites/sword-shield/icon/steelix-mega.png,Steelix,55,95,30,610,Steel,Ground
80,209,50,,60,https://img.pokemondb.net/sprites/sword-shield/icon/snubbull.png,Snubbull,40,40,30,300,Fairy,
120,210,75,,90,https://img.pokemondb.net/sprites/sword-shield/icon/granbull.png,Granbull,60,60,45,450,Fairy,
95,211,85,,65,https://img.pokemondb.net/sprites/sword-shield/icon/qwilfish.png,Qwilfish,55,55,85,440,Water,Poison
130,212,100,,70,https://img.pokemondb.net/sprites/sword-shield/icon/scizor.png,Scizor,55,80,65,500,Bug,Steel
150,212,140,Mega Scizor,70,https://img.pokemondb.net/sprites/sword-shield/icon/scizor-mega.png,Scizor,65,100,75,600,Bug,Steel
10,213,230,,20,https://img.pokemondb.net/sprites/sword-shield/icon/shuckle.png,Shuckle,10,230,5,505,Bug,Rock
125,214,75,,80,https://img.pokemondb.net/sprites/sword-shield/icon/heracross.png,Heracross,40,95,85,500,Bug,Fighting
185,214,115,Mega Heracross,80,https://img.pokemondb.net/sprites/sword-shield/icon/heracross-mega.png,Heracross,40,105,75,600,Bug,Fighting
95,215,55,,55,https://img.pokemondb.net/sprites/sword-shield/icon/sneasel.png,Sneasel,35,75,115,430,Dark,Ice
80,216,50,,60,https://img.pokemondb.net/sprites/sword-shield/icon/teddiursa.png,Teddiursa,50,50,40,330,Normal,
130,217,75,,90,https://img.pokemondb.net/sprites/sword-shield/icon/ursaring.png,Ursaring,75,75,55,500,Normal,
40,218,40,,40,https://img.pokemondb.net/sprites/sword-shield/icon/slugma.png,Slugma,70,40,20,250,Fire,
50,219,120,,60,https://img.pokemondb.net/sprites/sword-shield/icon/magcargo.png,Magcargo,90,80,30,430,Fire,Rock
50,220,40,,50,https://img.pokemondb.net/sprites/sword-shield/icon/swinub.png,Swinub,30,30,50,250,Ice,Ground
100,221,80,,100,https://img.pokemondb.net/sprites/sword-shield/icon/piloswine.png,Piloswine,60,60,50,450,Ice,Ground
55,222,95,,65,https://img.pokemondb.net/sprites/sword-shield/icon/corsola.png,Corsola,65,95,35,410,Water,Rock
55,222,100,Galarian Corsola,60,https://img.pokemondb.net/sprites/sword-shield/icon/corsola-galarian.png,Corsola,65,100,30,410,Ghost,
65,223,35,,35,https://img.pokemondb.net/sprites/sword-shield/icon/remoraid.png,Remoraid,65,35,65,300,Water,
105,224,75,,75,https://img.pokemondb.net/sprites/sword-shield/icon/octillery.png,Octillery,105,75,45,480,Water,
55,225,45,,45,https://img.pokemondb.net/sprites/sword-shield/icon/delibird.png,Delibird,65,45,75,330,Ice,Flying
40,226,70,,85,https://img.pokemondb.net/sprites/sword-shield/icon/mantine.png,Mantine,80,140,70,485,Water,Flying
80,227,140,,65,https://img.pokemondb.net/sprites/sword-shield/icon/skarmory.png,Skarmory,40,70,70,465,Steel,Flying
60,228,30,,45,https://img.pokemondb.net/sprites/sword-shield/icon/houndour.png,Houndour,80,50,65,330,Dark,Fire
90,229,50,,75,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom.png,Houndoom,110,80,95,500,Dark,Fire
90,229,90,Mega Houndoom,75,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom-mega.png,Houndoom,140,90,115,600,Dark,Fire
95,230,95,,75,https://img.pokemondb.net/sprites/sword-shield/icon/kingdra.png,Kingdra,95,95,85,540,Water,Dragon
60,231,60,,90,https://img.pokemondb.net/sprites/sword-shield/icon/phanpy.png,Phanpy,40,40,40,330,Ground,
120,232,120,,90,https://img.pokemondb.net/sprites/sword-shield/icon/donphan.png,Donphan,60,60,50,500,Ground,
80,233,90,,85,https://img.pokemondb.net/sprites/sword-shield/icon/porygon2.png,Porygon2,105,95,60,515,Normal,
95,234,62,,73,https://img.pokemondb.net/sprites/sword-shield/icon/stantler.png,Stantler,85,65,85,465,Normal,
20,235,35,,55,https://img.pokemondb.net/sprites/sword-shield/icon/smeargle.png,Smeargle,20,45,75,250,Normal,
35,236,35,,35,https://img.pokemondb.net/sprites/sword-shield/icon/tyrogue.png,Tyrogue,35,35,35,210,Fighting,
95,237,95,,50,https://img.pokemondb.net/sprites/sword-shield/icon/hitmontop.png,Hitmontop,35,110,70,455,Fighting,
30,238,15,,45,https://img.pokemondb.net/sprites/sword-shield/icon/smoochum.png,Smoochum,85,65,65,305,Ice,Psychic
63,239,37,,45,https://img.pokemondb.net/sprites/sword-shield/icon/elekid.png,Elekid,65,55,95,360,Electric,
75,240,37,,45,https://img.pokemondb.net/sprites/sword-shield/icon/magby.png,Magby,70,55,83,365,Fire,
80,241,105,,95,https://img.pokemondb.net/sprites/sword-shield/icon/miltank.png,Miltank,40,70,100,490,Normal,
10,242,10,,255,https://img.pokemondb.net/sprites/sword-shield/icon/blissey.png,Blissey,75,135,55,540,Normal,
85,243,75,,90,https://img.pokemondb.net/sprites/sword-shield/icon/raikou.png,Raikou,115,100,115,580,Electric,
115,244,85,,115,https://img.pokemondb.net/sprites/sword-shield/icon/entei.png,Entei,90,75,100,580,Fire,
75,245,115,,100,https://img.pokemondb.net/sprites/sword-shield/icon/suicune.png,Suicune,90,115,85,580,Water,
64,246,50,,50,https://img.pokemondb.net/sprites/sword-shield/icon/larvitar.png,Larvitar,45,50,41,300,Rock,Ground
84,247,70,,70,https://img.pokemondb.net/sprites/sword-shield/icon/pupitar.png,Pupitar,65,70,51,410,Rock,Ground
134,248,110,,100,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar.png,Tyranitar,95,100,61,600,Rock,Dark
164,248,150,Mega Tyranitar,100,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar-mega.png,Tyranitar,95,120,71,700,Rock,Dark
90,249,130,,106,https://img.pokemondb.net/sprites/sword-shield/icon/lugia.png,Lugia,90,154,110,680,Psychic,Flying
130,250,90,,106,https://img.pokemondb.net/sprites/sword-shield/icon/ho-oh.png,Ho-oh,110,154,90,680,Fire,Flying
100,251,100,,100,https://img.pokemondb.net/sprites/sword-shield/icon/celebi.png,Celebi,100,100,100,600,Psychic,Grass
45,252,35,,40,https://img.pokemondb.net/sprites/sword-shield/icon/treecko.png,Treecko,65,55,70,310,Grass,
65,253,45,,50,https://img.pokemondb.net/sprites/sword-shield/icon/grovyle.png,Grovyle,85,65,95,405,Grass,
85,254,65,,70,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile.png,Sceptile,105,85,120,530,Grass,
110,254,75,Mega Sceptile,70,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile-mega.png,Sceptile,145,85,145,630,Grass,Dragon
60,255,40,,45,https://img.pokemondb.net/sprites/sword-shield/icon/torchic.png,Torchic,70,50,45,310,Fire,
85,256,60,,60,https://img.pokemondb.net/sprites/sword-shield/icon/combusken.png,Combusken,85,60,55,405,Fire,Fighting
120,257,70,,80,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken.png,Blaziken,110,70,80,530,Fire,Fighting
160,257,80,Mega Blaziken,80,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken-mega.png,Blaziken,130,80,100,630,Fire,Fighting
70,258,50,,50,https://img.pokemondb.net/sprites/sword-shield/icon/mudkip.png,Mudkip,50,50,40,310,Water,
85,259,70,,70,https://img.pokemondb.net/sprites/sword-shield/icon/marshtomp.png,Marshtomp,60,70,50,405,Water,Ground
110,260,90,,100,https://img.pokemondb.net/sprites/sword-shield/icon/swampert.png,Swampert,85,90,60,535,Water,Ground
150,260,110,Mega Swampert,100,https://img.pokemondb.net/sprites/sword-shield/icon/swampert-mega.png,Swampert,95,110,70,635,Water,Ground
55,261,35,,35,https://img.pokemondb.net/sprites/sword-shield/icon/poochyena.png,Poochyena,30,30,35,220,Dark,
90,262,70,,70,https://img.pokemondb.net/sprites/sword-shield/icon/mightyena.png,Mightyena,60,60,70,420,Dark,
30,263,41,,38,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon.png,Zigzagoon,30,41,60,240,Normal,
30,263,41,Galarian Zigzagoon,38,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon-galarian.png,Zigzagoon,30,41,60,240,Dark,Normal
70,264,61,,78,https://img.pokemondb.net/sprites/sword-shield/icon/linoone.png,Linoone,50,61,100,420,Normal,
70,264,61,Galarian Linoone,78,https://img.pokemondb.net/sprites/sword-shield/icon/linoone-galarian.png,Linoone,50,61,100,420,Dark,Normal
45,265,35,,45,https://img.pokemondb.net/sprites/sword-shield/icon/wurmple.png,Wurmple,20,30,20,195,Bug,
35,266,55,,50,https://img.pokemondb.net/sprites/sword-shield/icon/silcoon.png,Silcoon,25,25,15,205,Bug,
70,267,50,,60,https://img.pokemondb.net/sprites/sword-shield/icon/beautifly.png,Beautifly,100,50,65,395,Bug,Flying
35,268,55,,50,https://img.pokemondb.net/sprites/sword-shield/icon/cascoon.png,Cascoon,25,25,15,205,Bug,
50,269,70,,60,https://img.pokemondb.net/sprites/sword-shield/icon/dustox.png,Dustox,50,90,65,385,Bug,Poison
30,270,30,,40,https://img.pokemondb.net/sprites/sword-shield/icon/lotad.png,Lotad,40,50,30,220,Water,Grass
50,271,50,,60,https://img.pokemondb.net/sprites/sword-shield/icon/lombre.png,Lombre,60,70,50,340,Water,Grass
70,272,70,,80,https://img.pokemondb.net/sprites/sword-shield/icon/ludicolo.png,Ludicolo,90,100,70,480,Water,Grass
40,273,50,,40,https://img.pokemondb.net/sprites/sword-shield/icon/seedot.png,Seedot,30,30,30,220,Grass,
70,274,40,,70,https://img.pokemondb.net/sprites/sword-shield/icon/nuzleaf.png,Nuzleaf,60,40,60,340,Grass,Dark
100,275,60,,90,https://img.pokemondb.net/sprites/sword-shield/icon/shiftry.png,Shiftry,90,60,80,480,Grass,Dark
55,276,30,,40,https://img.pokemondb.net/sprites/sword-shield/icon/taillow.png,Taillow,30,30,85,270,Normal,Flying
85,277,60,,60,https://img.pokemondb.net/sprites/sword-shield/icon/swellow.png,Swellow,75,50,125,455,Normal,Flying
30,278,30,,40,https://img.pokemondb.net/sprites/sword-shield/icon/wingull.png,Wingull,55,30,85,270,Water,Flying
50,279,100,,60,https://img.pokemondb.net/sprites/sword-shield/icon/pelipper.png,Pelipper,95,70,65,440,Water,Flying
25,280,25,,28,https://img.pokemondb.net/sprites/sword-shield/icon/ralts.png,Ralts,45,35,40,198,Psychic,Fairy
35,281,35,,38,https://img.pokemondb.net/sprites/sword-shield/icon/kirlia.png,Kirlia,65,55,50,278,Psychic,Fairy
65,282,65,,68,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir.png,Gardevoir,125,115,80,518,Psychic,Fairy
85,282,65,Mega Gardevoir,68,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir-mega.png,Gardevoir,165,135,100,618,Psychic,Fairy
30,283,32,,40,https://img.pokemondb.net/sprites/sword-shield/icon/surskit.png,Surskit,50,52,65,269,Bug,Water
60,284,62,,70,https://img.pokemondb.net/sprites/sword-shield/icon/masquerain.png,Masquerain,100,82,80,454,Bug,Flying
40,285,60,,60,https://img.pokemondb.net/sprites/sword-shield/icon/shroomish.png,Shroomish,40,60,35,295,Grass,
130,286,80,,60,https://img.pokemondb.net/sprites/sword-shield/icon/breloom.png,Breloom,60,60,70,460,Grass,Fighting
60,287,60,,60,https://img.pokemondb.net/sprites/sword-shield/icon/slakoth.png,Slakoth,35,35,30,280,Normal,
80,288,80,,80,https://img.pokemondb.net/sprites/sword-shield/icon/vigoroth.png,Vigoroth,55,55,90,440,Normal,
160,289,100,,150,https://img.pokemondb.net/sprites/sword-shield/icon/slaking.png,Slaking,95,65,100,670,Normal,
45,290,90,,31,https://img.pokemondb.net/sprites/sword-shield/icon/nincada.png,Nincada,30,30,40,266,Bug,Ground
90,291,45,,61,https://img.pokemondb.net/sprites/sword-shield/icon/ninjask.png,Ninjask,50,50,160,456,Bug,Flying
90,292,45,,1,https://img.pokemondb.net/sprites/sword-shield/icon/shedinja.png,Shedinja,30,30,40,236,Bug,Ghost
51,293,23,,64,https://img.pokemondb.net/sprites/sword-shield/icon/whismur.png,Whismur,51,23,28,240,Normal,
71,294,43,,84,https://img.pokemondb.net/sprites/sword-shield/icon/loudred.png,Loudred,71,43,48,360,Normal,
91,295,63,,104,https://img.pokemondb.net/sprites/sword-shield/icon/exploud.png,Exploud,91,73,68,490,Normal,
60,296,30,,72,https://img.pokemondb.net/sprites/sword-shield/icon/makuhita.png,Makuhita,20,30,25,237,Fighting,
120,297,60,,144,https://img.pokemondb.net/sprites/sword-shield/icon/hariyama.png,Hariyama,40,60,50,474,Fighting,
20,298,40,,50,https://img.pokemondb.net/sprites/sword-shield/icon/azurill.png,Azurill,20,40,20,190,Normal,Fairy
45,299,135,,30,https://img.pokemondb.net/sprites/sword-shield/icon/nosepass.png,Nosepass,45,90,30,375,Rock,
45,300,45,,50,https://img.pokemondb.net/sprites/sword-shield/icon/skitty.png,Skitty,35,35,50,260,Normal,
65,301,65,,70,https://img.pokemondb.net/sprites/sword-shield/icon/delcatty.png,Delcatty,55,55,90,400,Normal,
75,302,75,,50,https://img.pokemondb.net/sprites/sword-shield/icon/sableye.png,Sableye,65,65,50,380,Dark,Ghost
85,302,125,Mega Sableye,50,https://img.pokemondb.net/sprites/sword-shield/icon/sableye-mega.png,Sableye,85,115,20,480,Dark,Ghost
85,303,85,,50,https://img.pokemondb.net/sprites/sword-shield/icon/mawile.png,Mawile,55,55,50,380,Steel,Fairy
105,303,125,Mega Mawile,50,https://img.pokemondb.net/sprites/sword-shield/icon/mawile-mega.png,Mawile,55,95,50,480,Steel,Fairy
70,304,100,,50,https://img.pokemondb.net/sprites/sword-shield/icon/aron.png,Aron,40,40,30,330,Steel,Rock
90,305,140,,60,https://img.pokemondb.net/sprites/sword-shield/icon/lairon.png,Lairon,50,50,40,430,Steel,Rock
110,306,180,,70,https://img.pokemondb.net/sprites/sword-shield/icon/aggron.png,Aggron,60,60,50,530,Steel,Rock
140,306,230,Mega Aggron,70,https://img.pokemondb.net/sprites/sword-shield/icon/aggron-mega.png,Aggron,60,80,50,630,Steel,
40,307,55,,30,https://img.pokemondb.net/sprites/sword-shield/icon/meditite.png,Meditite,40,55,60,280,Fighting,Psychic
60,308,75,,60,https://img.pokemondb.net/sprites/sword-shield/icon/medicham.png,Medicham,60,75,80,410,Fighting,Psychic
100,308,85,Mega Medicham,60,https://img.pokemondb.net/sprites/sword-shield/icon/medicham-mega.png,Medicham,80,85,100,510,Fighting,Psychic
45,309,40,,40,https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png,Electrike,65,40,65,295,Electric,
75,310,60,,70,https://img.pokemondb.net/sprites/sword-shield/icon/manectric.png,Manectric,105,60,105,475,Electric,
75,310,80,Mega Manectric,70,https://img.pokemondb.net/sprites/sword-shield/icon/manectric-mega.png,Manectric,135,80,135,575,Electric,
50,311,40,,60,https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png,Plusle,85,75,95,405,Electric,
40,312,50,,60,https://img.pokemondb.net/sprites/sword-shield/icon/minun.png,Minun,75,85,95,405,Electric,
73,313,75,,65,https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png,Volbeat,47,85,85,430,Bug,
47,314,75,,65,https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png,Illumise,73,85,85,430,Bug,
60,315,45,,50,https://img.pokemondb.net/sprites/sword-shield/icon/roselia.png,Roselia,100,80,65,400,Grass,Poison
43,316,53,,70,https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png,Gulpin,43,53,40,302,Poison,
73,317,83,,100,https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png,Swalot,73,83,55,467,Poison,
90,318,20,,45,https://img.pokemondb.net/sprites/sword-shield/icon/carvanha.png,Carvanha,65,20,65,305,Water,Dark
120,319,40,,70,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo.png,Sharpedo,95,40,95,460,Water,Dark
140,319,70,Mega Sharpedo,70,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo-mega.png,Sharpedo,110,65,105,560,Water,Dark
70,320,35,,130,https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png,Wailmer,70,35,60,400,Water,
90,321,45,,170,https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png,Wailord,90,45,60,500,Water,
60,322,40,,60,https://img.pokemondb.net/sprites/sword-shield/icon/numel.png,Numel,65,45,35,305,Fire,Ground
100,323,70,,70,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png,Camerupt,105,75,40,460,Fire,Ground
120,323,100,Mega Camerupt,70,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt-mega.png,Camerupt,145,105,20,560,Fire,Ground
85,324,140,,70,https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png,Torkoal,85,70,20,470,Fire,
25,325,35,,60,https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png,Spoink,70,80,60,330,Psychic,
45,326,65,,80,https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png,Grumpig,90,110,80,470,Psychic,
60,327,60,,60,https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png,Spinda,60,60,60,360,Normal,
100,328,45,,45,https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png,Trapinch,45,45,10,290,Ground,
70,329,50,,50,https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png,Vibrava,50,50,70,340,Ground,Dragon
100,330,80,,80,https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png,Flygon,80,80,100,520,Ground,Dragon
85,331,40,,50,https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png,Cacnea,85,40,35,335,Grass,
115,332,60,,70,https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png,Cacturne,115,60,55,475,Grass,Dark
40,333,60,,45,https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png,Swablu,40,75,50,310,Normal,Flying
70,334,90,,75,https://img.pokemondb.net/sprites/sword-shield/icon/altaria.png,Altaria,70,105,80,490,Dragon,Flying
110,334,110,Mega Altaria,75,https://img.pokemondb.net/sprites/sword-shield/icon/altaria-mega.png,Altaria,110,105,80,590,Dragon,Fairy
115,335,60,,73,https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png,Zangoose,60,60,90,458,Normal,
100,336,60,,73,https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png,Seviper,100,60,65,458,Poison,
55,337,65,,90,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png,Lunatone,95,85,70,460,Rock,Psychic
95,338,85,,90,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png,Solrock,55,65,70,460,Rock,Psychic
48,339,43,,50,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png,Barboach,46,41,60,288,Water,Ground
78,340,73,,110,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png,Whiscash,76,71,60,468,Water,Ground
80,341,65,,43,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png,Corphish,50,35,35,308,Water,
120,342,85,,63,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png,Crawdaunt,90,55,55,468,Water,Dark
40,343,55,,40,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png,Baltoy,40,70,55,300,Ground,Psychic
70,344,105,,60,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png,Claydol,70,120,75,500,Ground,Psychic
41,345,77,,66,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png,Lileep,61,87,23,355,Rock,Grass
81,346,97,,86,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png,Cradily,81,107,43,495,Rock,Grass
95,347,50,,45,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png,Anorith,40,50,75,355,Rock,Bug
125,348,100,,75,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png,Armaldo,70,80,45,495,Rock,Bug
15,349,20,,20,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png,Feebas,10,55,80,200,Water,
60,350,79,,95,https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png,Milotic,100,125,81,540,Water,
70,351,70,,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,Castform,70,70,70,420,Normal,
70,351,70,Sunny Form,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,Castform,70,70,70,420,Fire,
70,351,70,Rainy Form,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,Castform,70,70,70,420,Water,
70,351,70,Snowy Form,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,Castform,70,70,70,420,Ice,
90,352,70,,60,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png,Kecleon,60,120,40,440,Normal,
75,353,35,,44,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png,Shuppet,63,33,45,295,Ghost,
115,354,65,,64,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png,Banette,83,63,65,455,Ghost,
165,354,75,Mega Banette,64,https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png,Banette,93,83,75,555,Ghost,
40,355,90,,20,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png,Duskull,30,90,25,295,Ghost,
70,356,130,,40,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png,Dusclops,60,130,25,455,Ghost,
68,357,83,,99,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png,Tropius,72,87,51,460,Grass,Flying
50,358,80,,75,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png,Chimecho,95,90,65,455,Psychic,
130,359,60,,65,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png,Absol,75,60,75,465,Dark,
150,359,60,Mega Absol,65,https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png,Absol,115,60,115,565,Dark,
23,360,48,,95,https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png,Wynaut,23,48,23,260,Psychic,
50,361,50,,50,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png,Snorunt,50,50,50,300,Ice,
80,362,80,,80,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png,Glalie,80,80,80,480,Ice,
120,362,80,Mega Glalie,80,https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png,Glalie,120,80,100,580,Ice,
40,363,50,,70,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png,Spheal,55,50,25,290,Ice,Water
60,364,70,,90,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png,Sealeo,75,70,45,410,Ice,Water
80,365,90,,110,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png,Walrein,95,90,65,530,Ice,Water
64,366,85,,35,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png,Clamperl,74,55,32,345,Water,
104,367,105,,55,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png,Huntail,94,75,52,485,Water,
84,368,105,,55,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png,Gorebyss,114,75,52,485,Water,
90,369,130,,100,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png,Relicanth,45,65,55,485,Water,Rock
30,370,55,,43,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png,Luvdisc,40,65,97,330,Water,
75,371,60,,45,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png,Bagon,40,30,50,300,Dragon,
95,372,100,,65,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png,Shelgon,60,50,50,420,Dragon,
135,373,80,,95,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png,Salamence,110,80,100,600,Dragon,Flying
145,373,130,Mega Salamence,95,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png,Salamence,120,90,120,700,Dragon,Flying
